idPropType,Title,SortKey,FormatString,Type,Flags,Description
502,"Scheduled Departure Time","""","Scheduled Departure: {0}",4,0,"Date/Time (in UTC) when the flight was scheduled to depart"
503,"Scheduled Arrival Time","""","Scheduled Arrival: {0}",4,0,"Date/Time (in UTC) when the flight was scheduled to arrive"
504,"Landings - High Altitude","""","High Altitude Landings: {0}",0,16777216,"Subset of total landings that were performed at high altitude"
505,"Takeoffs - High Altitude","""","High Altitude Takeoffs: {0} ",0,0,"Subset of total takeoffs that were performed at high altitude"
506,"Takeoffs - Bungee","""","Bungee takeoffs: {0}",0,0,"Subset of takeoffs that were performed with a bungee"
507,"Miles Driven","""","{0} miles driven",1,2097152,"Number of miles driven in conjunction with the flight."
508,"Approaches - VOR-A/B","""","{0} VOR-A/B approaches",0,4096,"Subset of total approaches that were VOR-A approaches (only circle to land)"
509,"Approaches - VOR/DME-A/B","""","{0} VOR/DME-A/B approaches",0,4096,"Subset of total approaches that were VOR/DME A/B approaches (only circle to land)"
510,"Maneuvers: DME-Arc","""","DME-Arc Maneuvers",2,0,"Indicates that the flight included navigation along a DME Arc"
511,"Military Pilot Primary Time","""","Primary Time: {0}",1,0,"Time spent in primary role in a military capacity"
512,"Military Pilot Secondary Time","""","Secondary Time: {0}",1,0,"Time spent in secondary role in a military capacity"
513,"Takeoffs - Vx","""","Vx Takeoffs",0,0,"Subset of total takeoffs that were performed at Vx to clear a 50ft obstacle"
514,"Part 61 Instruction Given","""","Part 61 Instruction: {0}",1,0,"Time spent providing instruction under part 61."
515,"Student PIC Time","""","Student PIC Time: {0}",1,0,"Time spent as PIC while a student"
516,"Air-to-Air Intercepts","""","{0} Air-to-Air Intercepts",0,0,"Number of air-to-air intercepts performed (or received) on a flight"
517,"Air-to-Boat Intercepts","""","{0} Air-to-Boat Intercepts",0,0,"Number of air-to-boat intercepts (performed) on a flight"
518,"Stalls, Accelerated","""","Accelerated Stalls",2,0,"Indicates that accelerated stalls were performed on this flight"
519,"Stalls, Cross-controlled","""","Cross-controlled Stalls",2,0,"Indicates that cross-controlled stalls were performed on this flight"
520,"Stalls, Secondary","""","Secondary Stalls",2,0,"Indicates that secondary stalls were performed on this flight"
521,"Touring Time","""","Touring Time: {0}",1,0,"Time spent touring/sightseeing"
522,"Approaches - RNAV/GPS (LPV)","""","{0} RNAV/GPS (LPV) Approach(es)",0,4096,"Subset of total approaches that were flown with Localizer Performance with Vertical Guidance (LPV)"
523,"Approaches - RNAV/GPS (LNAV)","""","{0} RNAV/GPS (LNAV) Approach(es)",0,4096,"Subset of total approaches that were flown with only lateral navigation"
524,"Approaches - RNAV/GPS (LNAV/VNAV)","""","{0} RNAV/GPS (LNAV/VNAV) Approach(es)",0,4096,"Subset of total approaches that were flown with lateral and vertical navigation"
525,"Part 138 Flight (Air Ambulance Operation)","""","Part 138 (Air Ambulence) Flight",2,0,"Indicates that the flight was an ICAO Part 138 operation"
526,"Instruction Charge (Spent)","""","Instruction Charge (Spent): {0}",6,0,"Amount of money spent on instruction for the flight"
527,"UAS - 107.73 - Aeronautical Knowledge Test","""","UAS Knowledge Test (107.73)",2,16777216,"Indicates that the pilot took and passed a knowledge test (initial or recurrent) covering the areas specified in 107.73"
528,"UAS - 107.74 - Training Course","""","UAS Training Course (107.74)",2,16777216,"Indicates that the pilot successfully passed a training course (initial or recurrent) covering the areas specified in 107.74"
529,"Pilot Flying Time","""","Pilot Flying Time: {0}",1,0,"Time spent in the role of pilot flying"
530,"Pilot Monitoring Time","""","Pilot Monitoring Time: {0}",1,0,"Time spent in the role of pilot monitoring"
531,"Flight Context","""","Flight Context: {0}",5,0,"Any context for the flight that you want to capture (e.g., rules under which it was conducted).  Good place to make up keywords/tags on which to search."
532,"Wind - Headwind","""",Headwinds,2,0,"Indicates that the flight predominantly flew into headwinds "
533,"Wind - Tailwind","""",Tailwinds,2,0,"Indicates that the flight predominantly flew with tailwinds"
534,"Landings - Back seat","""","{0} Backseat Landings",0,0,"The subset of total landings that were performed from the back seat of an aircraft"
535,"Relief Pilot Time","""","Relief Pilot Time: {0}",1,0,"Time spent as an in-flight-relief/cruise pilot/3rd pilot"
536,"Bucket Drops","""","{0} bucket drop(s)",0,0,"Total number of bucket drops performed on this flight."
537,"Part 135.297 Instrument Proficiency Check ","""","135.297 IPC",2,2,"Indicates that this flight was an instrument proficiency check to standards defined in 135.297"
538,"Instructor Time: Ab-initio","""","Ab-initio instructor time: {0}",1,0,"Time spent giving instruction "ab initio" (to a student with no prior experience)"
539,"Instructor Time: Navigation","""","Navigation instruction time: {0}",1,0,"Time spent giving instruction on navigational tasks"
540,"VIP/Executive Transport","""","VIP/Executive Transport",2,0,"Indicates that this flight provided transportation for VIPs/Executives"
541,"Instructor Time: Commercial","""","Commercial Instruction Time: {0}",1,0,"Time spent giving instruction towards a commercial rating"
542,"Instructor Time: Instrument","""","Instrument Instruction Time: {0}",1,0,"Time spent giving instruction towards an instrument rating"
543,"Instructor Time: ATP","""","ATP Instruction Time: {0}",1,0,"Time spent giving instruction towards an ATP rating"
544,"Sensor Operations Time","""","Sensor Operations Time: {0}",1,0,"Time spent operating sensors such as cameras, night-vision, MEP, FLIR, etc."
545,"Non-Rated Crew Member Instruction","""","NRCM Instruction Time: {0}",1,0,"Time spent providing standardization/flight instruction to non-rated crewmembers"
546,"Co-Pilot Time","""","Co-Pilot Time: {0}",1,0,"Time spent as a co-pilot that is not SIC time"
547,"Landings - Autoland","""","{0} auto-landings",0,0,"Subset of total landings that were done via automation"
548,"Landings - HUD/HUDLS","""","{0} HUD/HUDLS Landings",0,0,"Subset of total landings performed with a heads-up-display landing system."
549,"Second Officer Time","""","Second Officer Time: {0}",1,0,"Time spent in role as a second officer"
550,"Second Officer Instructor Time","""","Second Officer Instructor Time: {0}",1,0,"Time spent in role as a second officer instructor"
551,"Second Officer Time (Primary)","""","Second Officer Time (Primary): {0}",1,0,"Time spent in role as the primary second officer"
552,"Second Officer Time (Secondary)","""","Second Officer Time (Secondary): {0}",1,0,"Time spent in role as the secondary second officer"
553,"Launches - Forward","""","{0} Forward Launches",0,0,"Launches in a powered powerglider that are done forward"
554,"Launches - Reverse","""","{0} Reverse Launches",0,0,"Launches in a powered powerglider that are done facing reverse"
555,"Trans-Atlantic Flight","""","Trans-Atlantic Flight",2,0,"Indicates that the flight crossed the Atlantic Ocean"
556,"Trans-Pacific Flight","""","Trans-Pacific Flight",2,0,"Indicates that the flight crossed the Pacific Ocean"
557,"Radar Patrol Flight","""","Radar Patrol Flight",2,0,"Indicates that the purpose of the flight was military/law enforcement use of sensor equipment to patrol for smuggler/hostile aircraft"
558,"Additional Crew Member(s)","""","Additional Crew: {0}",5,0,"Name of any additional crew member(s)"
559,"Aircraft Registration","""","Registration: {0}",5,0,"Identifies the registration for an otherwise anonymous aircraft or a sim."
560,"Pilot Monitoring (Whole Flight)","""","PIlot Monitoring (Whole Flight)",2,16777216,"Indicates that the entire flight was spent in a monitoring role.  Landings are excluded from currency computations."
561,METAR,"""","METAR(s) for flight: {0}",5,0,"Record the METAR for departure and/or arrival airports for posterity"
562,"Landings - Monitored, Day","""","{0} monitored day landing(s)",0,16777216,"Subset of day landings that were monitored, not flown through manipulation of the controls; do not apply to 61.57(a)"
563,"Landings - Monitored, Night","""","{0} monitored night landing(s)",0,16777216,"Subset of full-stop night landings that were monitored, not flown through manipulation of the controls; do not apply to 61.57(a)/(b)"
564,"Takeoffs - Monitored, Day","""","{0} monitored day takeoff(s)",0,0,"Subset of day takeoffs that were monitored, not flown through manipulation of the controls; do not apply to 61.57(a)"
565,"Takeoffs - Monitored, Night","""","{0} monitored night takeoff(s)",0,16777216,"Subset of night takeoffs that were monitored, not flown through manipulation of the controls; do not apply to 61.57(a)/(b)"
608,"Duty Time Start (UTC)","Duty Time 1","Duty Time Start: {0}",4,16777216,"Start of Duty time, if separate from Flight Duty Period"
609,"Duty Time End (UTC)","Duty Time 2","Duty Time End: {0}",4,16777216,"End of Duty time, if separate from Flight Duty Period"
